xflr5 v6.43

Plane name :        rudder 10
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    4.000     0.000   0.506447   0.018511   0.013288   0.031799   0.032421   0.001912  -0.131700  -0.012884  -0.012884   30.0000     0.1220
    4.500     0.000   0.543483   0.021089   0.013593   0.034682   0.032240   0.001666  -0.134140  -0.012783  -0.012785   30.0000     0.1156
    5.000     0.000   0.580306   0.023914   0.013967   0.037881   0.032052   0.001423  -0.136616  -0.012675  -0.012676   30.0000     0.1101
    5.500     0.000   0.616879   0.026956   0.014366   0.041322   0.031858   0.001185  -0.139116  -0.012557  -0.012560   30.0000     0.1053
    6.000     0.000   0.653174   0.030194   0.014859   0.045053   0.031658   0.000951  -0.141635  -0.012430  -0.012434   30.0000     0.1011
    6.500     0.000   0.689185   0.033652   0.015399   0.049051   0.031450   0.000721  -0.144171  -0.012296  -0.012299   30.0000     0.0973
    7.000     0.000   0.724905   0.037357   0.015927   0.053284   0.031234   0.000496  -0.146715  -0.012153  -0.012156   30.0000     0.0940
    7.500     0.000   0.760324   0.041314   0.016488   0.057802   0.031015   0.000277  -0.149265  -0.012003  -0.012005   30.0000     0.0911
    8.000     0.000   0.795423   0.045507   0.017050   0.062557   0.030779   0.000063  -0.151814  -0.011843  -0.011845   30.0000     0.0884
    8.500     0.000   0.830173   0.049903   0.017612   0.067515   0.030543  -0.000146  -0.154370  -0.011675  -0.011678   30.0000     0.0860
    9.000     0.000   0.864545   0.054459   0.018228   0.072687   0.030298  -0.000349  -0.156927  -0.011501  -0.011504   30.0000     0.0839
    9.500     0.000   0.898512   0.059138   0.018924   0.078062   0.030046  -0.000545  -0.159475  -0.011319  -0.011322   30.0000     0.0820
   10.000     0.000   0.932053   0.063915   0.019901   0.083816   0.029783  -0.000735  -0.161931  -0.011129  -0.011131   30.0000     0.0802
   10.500     0.000   0.965150   0.068777   0.019633   0.088410   0.029515  -0.000918  -0.164872  -0.010932  -0.010935   30.0000     0.0786
   11.000     0.000   0.997795   0.073722   0.020527   0.094249   0.029227  -0.001094  -0.167437  -0.010589  -0.010729   30.0000     0.0771
   11.500     0.000   1.029981   0.078765   0.019845   0.098610   0.028939  -0.001263  -0.170657  -0.010465  -0.010519   30.0000     0.0758
   12.000     0.000   1.061706   0.083919   0.019590   0.103510   0.028641  -0.001424  -0.173794  -0.010292  -0.010303   30.0000     0.0746
   12.500     0.000   1.092962   0.089192   0.020515   0.109708   0.028334  -0.001578  -0.176493  -0.010069  -0.010080   30.0000     0.0735
   13.000     0.000   1.123744   0.094592   0.019607   0.114198   0.028016  -0.001724  -0.180114  -0.009837  -0.009852   30.0000     0.0725
   13.500     0.000   1.154050   0.100131   0.021258   0.121389   0.027659  -0.001863  -0.182736  -0.009595  -0.009617   30.0000     0.0716
   14.000     0.000   1.183882   0.105848   0.015338   0.121186   0.027337  -0.001991  -0.185269  -0.009366  -0.009377   30.0000     0.0708
   14.500     0.000   1.213243   0.111759   0.014998   0.126757   0.026983  -0.002112  -0.187780  -0.009749  -0.009132   30.0000     0.0700
   15.000     0.000   1.242124   0.117843   0.011342   0.129186   0.026481  -0.002240  -0.189796  -0.008909  -0.008912   30.0000     0.0693
   15.500     0.000   1.270484   0.124091   0.011795   0.135886   0.026238  -0.002328  -0.192413  -0.008628  -0.008632   30.0000     0.0687
   16.000     0.000   1.298310   0.130431   0.012159   0.142590   0.025845  -0.002423  -0.195102  -0.008371  -0.008376   30.0000     0.0681
   16.500     0.000   1.325607   0.136909   0.012746   0.149655   0.025446  -0.002509  -0.197725  -0.008112  -0.008118   30.0000     0.0676
   17.000     0.000   1.352389   0.143580   0.013493   0.157073   0.025039  -0.002588  -0.200353  -0.007851  -0.007861   30.0000     0.0671
   17.500     0.000   1.378645   0.150437   0.015026   0.165463   0.024637  -0.002657  -0.203067  -0.007542  -0.007600   30.0000     0.0667
   18.000     0.000   1.404338   0.157404   0.011035   0.168439   0.024174  -0.002717  -0.205070  -0.007331  -0.007337   30.0000     0.0663
   18.500     0.000   1.429432   0.164431   0.008859   0.173290   0.023752  -0.002768  -0.206826  -0.007075  -0.007074   30.0000     0.0660
   19.000     0.000   1.453922   0.171515   0.009156   0.180671   0.023312  -0.002810  -0.209247  -0.006809  -0.006809   30.0000     0.0657
   19.500     0.000   1.477814   0.178671   0.009568   0.188239   0.022766  -0.002855  -0.211646  -0.006559  -0.006561   30.0000     0.0654
   20.000     0.000   1.501095   0.185934   0.006956   0.192889   0.022380  -0.002869  -0.213696  -0.006282  -0.006281   30.0000     0.0652
   20.500     0.000   1.523774   0.193293   0.007133   0.200426   0.021907  -0.002883  -0.215996  -0.006013  -0.006012   30.0000     0.0650
   21.000     0.000   1.545841   0.200755   0.007321   0.208077   0.021425  -0.002887  -0.218259  -0.005745  -0.005744   30.0000     0.0649
   21.500     0.000   1.567284   0.208319   0.007512   0.215832   0.020999  -0.002867  -0.220485  -0.005454  -0.005453   30.0000     0.0647
   22.000     0.000   1.588104   0.215968   0.007729   0.223696   0.020449  -0.002874  -0.222668  -0.005219  -0.005218   30.0000     0.0646
   22.500     0.000   1.608279   0.223698   0.007989   0.231687   0.019949  -0.002854  -0.224812  -0.004957  -0.004957   30.0000     0.0646
   23.000     0.000   1.627799   0.231492   0.008344   0.239836   0.019451  -0.002823  -0.226919  -0.004693  -0.004694   30.0000     0.0645
   23.500     0.000   1.646649   0.239331   0.009620   0.248951   0.018963  -0.002786  -0.229053  -0.004435  -0.004437   30.0000     0.0645
   24.000     0.000   1.664817   0.247203   0.005611   0.252814   0.018497  -0.002732  -0.230705  -0.004170  -0.004169   30.0000     0.0645


