xflr5 v6.43

Plane name :        left aileron -12
Polar name :        T1-30.0 m/s-VLM2-34.9kg-x0.0mm-TG
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    7.000     0.000   0.580352   0.029724   0.015571   0.045295   0.004920  -0.042759  -0.017347  -0.002647  -0.002556   30.0000     0.0108
    7.500     0.000   0.615974   0.032927   0.016016   0.048942   0.004890  -0.042849  -0.020152  -0.002673  -0.002604   30.0000     0.0119
    8.000     0.000   0.651275   0.036322   0.016456   0.052778   0.005025  -0.042938  -0.023006  -0.002744  -0.002697   30.0000     0.0128
    8.500     0.000   0.686240   0.039908   0.016940   0.056848   0.005135  -0.043029  -0.025905  -0.002806  -0.002780   30.0000     0.0137
    9.000     0.000   0.720857   0.043682   0.017458   0.061140   0.005249  -0.043122  -0.028852  -0.002864  -0.002861   30.0000     0.0145
    9.500     0.000   0.755112   0.047641   0.018041   0.065682   0.005391  -0.043217  -0.031835  -0.002932  -0.002951   30.0000     0.0153
   10.000     0.000   0.788992   0.051807   0.018789   0.070596   0.003987  -0.043279  -0.034794  -0.002383  -0.002437   30.0000     0.0160
   10.500     0.000   0.822494   0.056099   0.018920   0.075019   0.006019  -0.043447  -0.038067  -0.003234  -0.003251   30.0000     0.0167
   11.000     0.000   0.855591   0.060615   0.019569   0.080185   0.004997  -0.043453  -0.041203  -0.002785  -0.002906   30.0000     0.0174
   11.500     0.000   0.888288   0.065285   0.019500   0.084784   0.005501  -0.043577  -0.044717  -0.002966  -0.003110   30.0000     0.0180
   12.000     0.000   0.920562   0.070129   0.017995   0.088123   0.005439  -0.043672  -0.048929  -0.002946  -0.003143   30.0000     0.0186
   12.500     0.000   0.952410   0.075139   0.018654   0.093793   0.005733  -0.043780  -0.052304  -0.002989  -0.003256   30.0000     0.0192
   13.000     0.000   0.983812   0.080241   0.018787   0.099028   0.007253  -0.043982  -0.055995  -0.003712  -0.004030   30.0000     0.0198
   13.500     0.000   1.014774   0.085646   0.018612   0.104258   0.006215  -0.044016  -0.059949  -0.003008  -0.003477   30.0000     0.0204
   14.000     0.000   1.045275   0.091114   0.018597   0.109711   0.007406  -0.044227  -0.063077  -0.003814  -0.003887   30.0000     0.0209
   14.500     0.000   1.075209   0.096425   0.016265   0.112691  -0.005154  -0.043133  -0.067210  -0.000488  -0.000170   30.0000     0.0214
   15.000     0.000   1.104818   0.102595   0.015530   0.118124   0.004459  -0.044063  -0.070624  -0.003770  -0.002910   30.0000     0.0220
   15.500     0.000   1.133879   0.108550   0.014716   0.123266   0.006694  -0.044337  -0.074089  -0.004771  -0.003526   30.0000     0.0225
   16.000     0.000   1.162405   0.114621   0.015209   0.129829   0.004277  -0.044237  -0.077816  -0.004259  -0.002952   30.0000     0.0230
   16.500     0.000   1.190437   0.120834   0.013962   0.134796   0.004901  -0.044400  -0.081216  -0.003921  -0.003185   30.0000     0.0235
   17.000     0.000   1.217958   0.127187   0.012796   0.139983   0.006322  -0.044507  -0.084684  -0.003566  -0.003327   30.0000     0.0240
   17.500     0.000   1.244915   0.133661   0.013574   0.147235   0.004783  -0.044568  -0.088452  -0.003485  -0.003210   30.0000     0.0245
   18.000     0.000   1.271349   0.140261   0.010954   0.151215   0.005189  -0.044662  -0.091655  -0.003321  -0.003267   30.0000     0.0250
   18.500     0.000   1.297230   0.146980   0.011641   0.158621   0.005572  -0.044743  -0.095443  -0.003328  -0.003294   30.0000     0.0255
   19.000     0.000   1.322529   0.153812   0.008901   0.162714   0.004789  -0.044943  -0.098542  -0.003837  -0.003488   30.0000     0.0260
   19.500     0.000   1.347285   0.160752   0.009177   0.169928   0.005751  -0.045006  -0.102267  -0.003857  -0.003496   30.0000     0.0265
   20.000     0.000   1.371455   0.167785   0.009524   0.177310   0.006706  -0.045192  -0.106006  -0.004080  -0.003709   30.0000     0.0270
   20.500     0.000   1.395133   0.174554   0.008444   0.182999   0.013834  -0.046319  -0.109634  -0.006273  -0.005646   30.0000     0.0276
   21.000     0.000   1.417825   0.182209   0.007644   0.189854  -0.003617  -0.045945  -0.112862  -0.004603  -0.004421   30.0000     0.0280
   21.500     0.000   1.440341   0.189540   0.007738   0.197278   0.004131  -0.045002  -0.116643  -0.003098  -0.002959   30.0000     0.0286
   22.000     0.000   1.462065   0.197484   0.008000   0.205485   0.015060  -0.046236  -0.120417  -0.005065  -0.004921   30.0000     0.0291
   22.500     0.000   1.483199   0.204455   0.008198   0.212654   0.003125  -0.045004  -0.124032  -0.002907  -0.002755   30.0000     0.0296
   23.000     0.000   1.503695   0.212027   0.008474   0.220501   0.004021  -0.045118  -0.127729  -0.002999  -0.002842   30.0000     0.0301
   23.500     0.000   1.523564   0.219687   0.008805   0.228492   0.005997  -0.045127  -0.131434  -0.002940  -0.002775   30.0000     0.0306
   24.000     0.000   1.542719   0.227373   0.009616   0.236989   0.003082  -0.045293  -0.135121  -0.003051  -0.002910   30.0000     0.0312


